station,latitude,longitude,river,RPI,DO(Electrode),BOD5,SS,NH3-N,pH,temperature,RPI_unit,DO(Electrode)_unit,BOD5_unit,SS_unit,NH3-N_unit,pH_unit,temperature_unit
USGS-360452112124100,36.0810861,-112.2113722,"UNNAMED DRAINAGE BLW CABLE SPRING IN GCNP, AZ",,,,,,,,,,,,,,
USGS-360552112110000,36.09771944,-112.183361,"MONUMENT CREEK AT MOUTH IN GCNP, AZ",,,,,2.8,7.6,15.6,,,,,mg/l,std units,deg C
USGS-360556112080300,36.0988861,-112.1342444,"HORN CREEK AT MOUTH IN GCNP, AZ",,,,,0.73,8.2,13.7,,,,,mg/l,std units,deg C
USGS-360557112064100,36.0991111,-112.111361,"PIPE CREEK AT MOUTH IN GCNP, AZ",,,,,,8.3,16.8,,,,,,std units,deg C
USGS-360558112101000,36.09933889,-112.1694722,"SALT CREEK AT MOUTH IN GCNP, AZ",,,,,0.47,8.0,17.3,,,,,mg/l,std units,deg C
USGS-360558112123401,36.09946389,-112.2093417,"HERMIT CREEK AT MOUTH IN GCNP, AZ (2-020B)",,,,,0.57,8.4,14.8,,,,,mg/l,std units,deg C
USGS-360558112145101,36.0993111,-112.247411,A-31-01 02DAB1 [LOWER BOUCHER SPRING],,,,,,7.5,18.9,,,,,,std units,deg C
USGS-360632111131101,36.10888208,-111.2204179,MOENKOPI SCH SP.,,,,,,7.4,17.0,,,,,,std units,deg C
USGS-361021111115901,36.17249246,-111.2004189,03 077-11.14X05.34,,,,,,7.9,17.0,,,,,,std units,deg C
USGS-361105112183600,36.18471667,-112.309975,"104.8 MILE SPRING AT FALLS IN GCNP, AZ",,,,,,8.6,19.9,,,,,,std units,deg C
USGS-361148113045900,36.1966481,-113.0838153,B-33-08 31     UNSURV,,,,,,6.2,25.6,,,,,,std units,deg C
USGS-361721111532501,36.2891083,-111.8903028,A-33-05 05BCA1 [NANKOWEAP CR TRIBUTARY SPRING],,,,,,7.1,16.3,,,,,,std units,deg C
USGS-362325112311201,36.39038889,-112.5200833,B-35-02 33BCB1 [PONCHOS UPSTREAM SEEP],,,,,,8.5,10.2,,,,,,std units,deg C
USGS-362325112311701,36.39025,-112.5213889,B-35-02 33BCC1 [PONCHOS SEEP],,,,,,8.5,17.1,,,,,,std units,deg C
USGS-362353112340301,36.3981111,-112.56745,B-35-03 25CDC1 [140-MILE SPRING],,,,,,7.6,17.6,,,,,,std units,deg C
USGS-362534112372700,36.42618056,-112.6241389,"WHISPERING SPRING AT FALLS IN GCNP, AZ",,,,,,8.2,16.2,,,,,,std units,deg C
USGS-362556111521201,36.43235,-111.8699944,A-35-05 16BDD1 [38.9 MILE ALCOVE SPRING],,,,,,8.5,13.8,,,,,,std units,deg C
USGS-362837111504201,36.4740695,-111.8456093,A-36-05 34DBA1 UNSURV,,,,,,7.7,18.7,,,,,,std units,deg C
USGS-362957111512601,36.49915289,-111.8579435,A-36-05 27CCC1 [VASEYS SPRING],,,,,,8.1,15.3,,,,,,std units,deg C
USGS-363100111504701,36.51655556,-111.8463333,A-36-05 15DBD [FENCE FAULT SPRING LEW],,,,,,6.6,20.8,,,,,,std units,deg C
USGS-10256000,33.9466806,-116.6408473,WHITEWATER R A WHITE WATER CA,,,,,0.72,8.4,17.5,,,,,mg/l,std units,deg C
USGS-10256500,33.8705722,-116.681127,SNOW C NR WHITE WATER CA,,,,,,7.4,10.3,,,,,,std units,deg C
USGS-10257720,33.84385,-116.6058083,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,,,,,0.63,8.3,11.8,,,,,mg/l,std units,deg C
USGS-10260500,34.34305858,-117.2264316,DEEP C NR HESPERIA CA,,,,,,7.9,5.4,,,,,,std units,deg C
USGS-10260950,34.33889196,-117.2578213,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,,,,,,8.7,6.0,,,,,,std units,deg C
USGS-10261500,34.57304916,-117.3206018,MOJAVE R A LO NARROWS NR VICTORVILLE CA,,,,,,8.3,7.2,,,,,,std units,deg C
USGS-10265147,37.65743307,-118.8326313,HOT C AB GORGE GEYSER NR MAMMOTH LAKES CA,,,,,,,7.2,,,,,,,deg C
USGS-10265150,37.66882166,-118.8176312,HOT C A FLUME NR MAMMOTH LAKES CA,,,,,,,18.4,,,,,,,deg C
USGS-10343500,39.43157246,-120.2379793,SAGEHEN C NR TRUCKEE CA,,,,,,8.0,0.5,,,,,,std units,deg C
USGS-11048175,33.6870833,-117.6954167,AGUA CHINON WASH A PORTOLA SPRINGS RD NR IRVINE CA,,,,,,,14.0,,,,,,,deg C
USGS-11059300,34.0650131,-117.3003208,SANTA ANA R A E ST NR SAN BERNARDINO CA,,,,96,,,11.4,,,,%,,,deg C
USGS-11066460,33.9684722,-117.4482222,SANTA ANA R A MWD CROSSING CA,,,,,,,14.1,,,,,,,deg C
USGS-11074000,33.88334875,-117.6453296,SANTA ANA R BL PRADO DAM CA,,,,100,1.7,7.7,14.1,,,,%,mg/l,std units,deg C
USGS-11092450,34.16167247,-118.466749,LOS ANGELES R A SEPULVEDA DAM CA,,,,,,,,,,,,,,
USGS-11126000,34.5891552,-119.9887532,SANTA YNEZ R NR SANTA YNEZ CA,,,,,,8.2,10.7,,,,,,std units,deg C
USGS-11128500,34.58498706,-120.1445926,SANTA YNEZ R A SOLVANG CA,,,,,,8.0,11.6,,,,,,std units,deg C
USGS-11147070,35.5238612,-120.7660077,SANTA RITA C NR TEMPLETON CA,,,,,0.30,8.2,8.5,,,,,mg/l,std units,deg C
USGS-11147098,35.52613889,-120.7138583,PASO ROBLES C A GARCIA RD NR TEMPLETON CA,,,,,,8.3,9.5,,,,,,std units,deg C
USGS-11162765,37.58437876,-122.2508005,SF BAY A SAN MATEO BRIDGE NR FOSTER CITY CA,,,,96,,,,,,,%,,,
USGS-11170000,37.1682777,-121.6496677,COYOTE C NR MADRONE CA,,,,100,,,11.1,,,,%,,,deg C
USGS-11173200,37.46160337,-121.769397,ARROYO HONDO NR SAN JOSE CA,,69.8,,89,,7.8,9.8,,ug/l QSE,,%,,std units,deg C
USGS-11206820,36.61166667,-118.7016667,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,,,,,,,3.1,,,,,,,deg C
USGS-11264500,37.73131496,-119.5590514,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,,,,,,,5.2,,,,,,,deg C
USGS-11303500,37.6760406,-121.2663293,SAN JOAQUIN R NR VERNALIS CA,,,,186,2.1,7.2,11.8,,,,mg/l,mg/l,std units,deg C
USGS-11304810,37.93547987,-121.3302245,SAN JOAQUIN R BL GARWOOD BRIDGE A STOCKTON CA,,,,98,,,,,,,%,,,
USGS-11311300,37.9925,-121.4538889,TURNER CUT NR HOLT CA,,,,99,,,,,,,%,,,
USGS-11312672,37.8708333,-121.53,VICTORIA CANAL NR BYRON CA,,,,95,,,,,,,%,,,
USGS-11312676,37.9427017,-121.5341175,MIDDLE R AT MIDDLE RIVER CA,,,,,0.68,,,,,,,mg/l,,
USGS-11312685,38.00305556,-121.5108333,MIDDLE R NR HOLT CA,,,,,,,,,,,,,,
USGS-11312968,37.81048298,-121.5424488,OLD R NR DELTA MENDOTA CANAL CA,,,,97,,,,,,,%,,,
USGS-11313240,37.82,-121.5447222,GRANT LINE CN NR TRACY CA,,,,97,,,,,,,%,,,
USGS-11313315,37.89103627,-121.5702283,OLD RIVER NEAR BYRON CA,,,,93,,,,,,,%,,,
USGS-11313405,37.96992306,-121.572174,OLD R A BACON ISLAND CA,,,,,0.22,,,,,,,mg/l,,
USGS-11313440,38.0558333,-121.6669444,FALSE R NR OAKLEY CA,,,,97,,,,,,,%,,,
USGS-11313460,38.05944444,-121.5572222,SAN JOAQUIN R A PRISONERS PT NR TERMINOUS CA,,,,97,,,,,,,%,,,
USGS-11336790,38.09638889,-121.496111,LITTLE POTATO SLOUGH A TERMINOUS CA,,,,,0.34,,,,,,,mg/l,,
USGS-11336930,38.10851944,-121.5772194,MOKELUMNE R A ANDRUS ISLAND NR TERMINOUS CA,,,,90,,,,,,,%,,,
USGS-11337080,38.1033333,-121.686111,THREEMILE SLOUGH NR RIO VISTA CA,,,,,,,,,,,,,,
USGS-11337190,38.0521424,-121.6888428,SAN JOAQUIN R A JERSEY POINT CA,,,,,0.26,,,,,,,mg/l,,
USGS-11447650,38.45566389,-121.5016167,SACRAMENTO R A FREEPORT CA,,,,97,0.36,7.3,9.8,,,,%,mg/l,std units,deg C
USGS-11447890,38.25769218,-121.5182865,SACRAMENTO R AB DELTA CROSS CHANNEL CA,,,,,0.13,,,,,,,mg/l,,
USGS-11447903,38.2372222,-121.5175,GEORGIANA SLOUGH NR SACRAMENTO R,,,,82,,,,,,,%,,,
USGS-11448750,39.04027778,-122.9833056,SF SCOTTS C NR LAKEPORT CA,,0.5,,,2.80,7.7,8.2,,ug/l QSE,,,per mil,std units,deg C
USGS-11448800,39.04194444,-122.9808333,SCOTTS C BL SF SCOTTS C NR LAKEPORT CA,,,,,2.04,7.2,8.5,,,,,per mil,std units,deg C
USGS-11449235,39.17577778,-122.9028889,CLOVER C BYPASS A ELK MTN RD NR UPPER LAKE CA,,37.1,,,,7.5,8.8,,ug/l QSE,,,,std units,deg C
USGS-11449255,39.1576361,-122.9207333,SCOTTS C AB STATE ROUTE 29 A UPPER LAKE CA,,57.4,,,5.36,7.6,8.3,,ug/l QSE,,,per mil,std units,deg C
USGS-11449370,38.93894444,-122.6288889,MOLESWORTH C NR CLEARLAKE CA,,46.6,,,,7.4,8.6,,ug/l QSE,,,,std units,deg C
USGS-11449500,38.92739984,-122.8436046,KELSEY C NR KELSEYVILLE CA,,81.5,,,,7.4,8.2,,ug/l QSE,,,,std units,deg C
USGS-11449820,38.97932778,-122.8305778,COLE C A KELSEYVILLE CA,,53.6,,,,7.2,8.3,,ug/l QSE,,,,std units,deg C
USGS-11451800,38.8898988,-122.2383082,CACHE C A RUMSEY CA,,17.3,,123,4.5,8.0,9.6,,ug/l QSE,,mg/l,mg/l,std units,deg C
USGS-11452500,38.727126,-121.8071874,CACHE C A YOLO CA,,41.4,,44,2.0,8.1,9.7,,ug/l QSE,,%,mg/l,std units,deg C
USGS-11452800,38.68268185,-121.6730164,CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOOD'LD,,20.2,,,2.1,8.0,11.2,,ug/l QSE,,,mg/l,std units,deg C
USGS-11452900,38.67851526,-121.6727386,CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,,31.2,,,2.4,7.9,10.1,,ug/l QSE,,,mg/l,std units,deg C
USGS-11453000,38.6776817,-121.6441266,YOLO BYPASS NR WOODLAND CA,,,,98,,,,,,,%,,,
USGS-11453590,38.6469722,-122.365825,POPE C A WALTER SPRINGS CA,,62.8,,,,7.8,10.5,,ug/l QSE,,,,std units,deg C
USGS-11455095,38.47686944,-121.5836417,SACRAMENTO R DEEP WATER SHIP CHANNEL NR FREEPORT,,,,,0.16,,,,,,,mg/l,,
USGS-11455140,38.34916667,-121.6447222,TOE DRAIN A LIBERTY ISLAND NR COURTLAND CA,,,,,0.26,,,,,,,mg/l,,
USGS-11455142,38.34166667,-121.6438889,SACRAMENTO R DEEP WATER SHIP CHANNEL NR COURTLAND,,,,,0.09,,,,,,,mg/l,,
USGS-11455261,38.3065787,-121.7946815,ULATIS C A BROWNS RD NR ELMIRA CA,,,,281,,,,,,,mg/l,,,
USGS-11455276,38.3078583,-121.6924278,SHAG SLOUGH A LIBERTY ISLAND NR COURTLAND CA,,,,100,0.62,,,,,,%,mg/l,,
USGS-11455280,38.27555556,-121.7091667,CACHE SLOUGH NR HASTINGS TRACT NR RIO VISTA CA,,,,99,,,,,,,%,,,
USGS-11455315,38.2430111,-121.684286,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,,,,100,0.20,,,,,,%,mg/l,,
USGS-11455338,38.23739167,-121.6739556,SACRAMENTO R DEEP WATER SHIP CHANNEL MARKER 51 CA,,,,98,,,,,,,%,,,
USGS-11455385,38.19395556,-121.6580028,CACHE SLOUGH AB RYER ISLAND FERRY NR RIO VISTA CA,,,,99,0.31,,,,,,%,mg/l,,
USGS-11455485,38.0778083,-121.767286,SACRAMENTO R BL TOLAND LANDING NR RIO VISTA CA,,,,,0.21,,,,,,,mg/l,,
USGS-11455508,38.04953056,-121.88755,SUISUN BAY A VAN SICKLE ISLAND NR PITTSBURG CA,,,,,0.19,,,,,,,mg/l,,
USGS-11482500,41.2992896,-124.0511825,REDWOOD C A ORICK CA,,,,,,,7.1,,,,,,,deg C
USGS-11510990,41.97236589,-122.2019587,KLAMATH R AB SHOVEL C NR COPCO CA,,,,96,,,,,,,%,,,
USGS-11516530,41.92791865,-122.4441882,KLAMATH R BL IRON GATE DAM CA,,,,98,,,,,,,%,,,
USGS-11520500,41.8537379,-123.2322733,KLAMATH R NR SEIAD VALLEY CA,,,,95,,,,,,,%,,,
USGS-11523000,41.3034599,-123.5345036,KLAMATH R A ORLEANS,,,,96,,,7.0,,,,%,,,deg C
USGS-11530500,41.5109543,-123.9795164,KLAMATH R NR KLAMATH CA,,,,6,,,8.3,,,,mg/l,,,deg C
USGS-324117115552001,32.68811717,-115.923066,017S010E11H003S,,,,,,8.0,23.7,,,,,,std units,deg C
USGS-324323115580001,32.7231162,-115.9675123,016S010E42A008S,,,,,,8.2,28.1,,,,,,std units,deg C
USGS-324333115580201,32.72580556,-115.9670833,016S010E32N001S,,,,,,8.2,27.8,,,,,,std units,deg C
USGS-324335115574801,32.72638889,-115.9633333,016S010E32P003S,,,,,,8.1,27.7,,,,,,std units,deg C
USGS-324407115590902,32.73575,-115.985361,016S009E36H002S,,,,,,7.9,30.2,,,,,,std units,deg C
USGS-324414115591901,32.7372222,-115.988611,016S009E36A001S,,,,,,8.9,36.2,,,,,,std units,deg C
USGS-324414115591902,32.7372222,-115.988611,016S009E36A002S,,,,,,7.8,27.8,,,,,,std units,deg C
USGS-324416115594101,32.737838,-115.995569,016S009E36C002S,,,,,,8.2,28.6,,,,,,std units,deg C
USGS-324417115582401,32.73811577,-115.9741792,016S010E31B001S,,,,,,8.2,29.4,,,,,,std units,deg C
USGS-324421115592101,32.73922686,-115.9900132,016S009E36B001S,,,,,,8.2,,,,,,,std units,
USGS-324424116012301,32.74005989,-116.0239029,016S009E34B001S,,,,,,8.1,28.2,,,,,,std units,deg C
USGS-324428115581601,32.74117124,-115.9719569,016S010E30R001S,,,,,,7.8,27.6,,,,,,std units,deg C
USGS-324439115593401,32.7442267,-115.9936244,016S009E25K002S,,,,,,8.3,29.0,,,,,,std units,deg C
USGS-324455116003801,32.7486709,-116.0114027,016S009E26F001S,,,,,,8.1,26.8,,,,,,std units,deg C
USGS-324501114455101,32.75031899,-114.7648517,016S021E21L001S,,,,,,7.7,29.1,,,,,,std units,deg C
USGS-324558115595201,32.76617058,-115.9986243,016S009E24D001S,,,,,,8.4,29.1,,,,,,std units,deg C
USGS-324608115593501,32.76894829,-115.9939018,016S009E24B001S,,,,,,9.1,28.8,,,,,,std units,deg C
USGS-335231116345401,33.87529428,-116.5825143,003S004E29R001S,,,,,,7.7,20.2,,,,,,std units,deg C
USGS-335304116353001,33.8844606,-116.5925143,003S004E29F001S,,,,,,7.7,18.4,,,,,,std units,deg C
USGS-335318116363301,33.88834935,-116.6100145,003S004E30C001S,,,,,,7.6,21.1,,,,,,std units,deg C
USGS-335339116345301,33.89418245,-116.5822362,003S004E20J001S,,,,,,7.6,18.4,,,,,,std units,deg C
USGS-335339116345302,33.89418245,-116.5822362,003S004E20J002S,,,,,,7.5,18.9,,,,,,std units,deg C
USGS-335339116345303,33.89418245,-116.5822362,003S004E20J003S,,,,,,7.7,19.7,,,,,,std units,deg C
USGS-335348116352701,33.89668236,-116.5916807,003S004E20F001S,,,,,,7.7,19.0,,,,,,std units,deg C
USGS-335348116352702,33.89668236,-116.5916807,003S004E20F002S,,,,,,7.7,19.9,,,,,,std units,deg C
USGS-335348116352703,33.89668236,-116.5916807,003S004E20F003S,,,,,,7.8,20.2,,,,,,std units,deg C
USGS-335525116410201,33.9236083,-116.6840083,003S003E09M001S,,,,,,7.9,19.8,,,,,,std units,deg C
USGS-335525116410202,33.9236083,-116.6840083,003S003E09M002S,,,,,,7.8,21.2,,,,,,std units,deg C
USGS-335525116410203,33.9236083,-116.6840083,003S003E09M003S,,,,,,7.9,21.7,,,,,,std units,deg C
USGS-335525116410204,33.9236083,-116.6840083,003S003E09M004S,,,,,,7.7,21.1,,,,,,std units,deg C
USGS-335530116413701,33.92516389,-116.6936389,003S003E08L001S,,,,,,7.9,22.2,,,,,,std units,deg C
USGS-335530116413702,33.92516389,-116.6936389,003S003E08L002S,,,,,,7.8,23.1,,,,,,std units,deg C
USGS-335530116413703,33.92516389,-116.6936389,003S003E08L003S,,,,,,7.6,22.9,,,,,,std units,deg C
USGS-335530116413704,33.92516389,-116.6936389,003S003E08L004S,,,,,,7.7,22.0,,,,,,std units,deg C
USGS-335532116471701,33.92569444,-116.78875,003S002E09E001S,,,,,,7.7,19.3,,,,,,std units,deg C
USGS-335534116441501,33.92615,-116.7377194,003S002E11H001S,,,,,,7.7,20.8,,,,,,std units,deg C
USGS-335534116441502,33.92615,-116.7377194,003S002E11H002S,,,,,,7.7,21.3,,,,,,std units,deg C
USGS-335534116441503,33.92615,-116.7377194,003S002E11H003S,,,,,,7.7,22.8,,,,,,std units,deg C
USGS-335618116513401,33.9383583,-116.8594722,003S001E03J001S,,,,,,7.7,20.3,,,,,,std units,deg C
USGS-340003117042101,34.00088889,-117.0736639,002S002W15A004S,,,,,,,,,,,,,,
USGS-340007117035501,34.00201667,-117.066136,002S002W14D001S,,,,,,,,,,,,,,
USGS-340012117040701,34.0033484,-117.0694758,002S002W15A003S,,,,,,,,,,,,,,
USGS-340014117034301,34.0038972,-117.0627167,002S002W14C001S,,,,,,,,,,,,,,
USGS-340032117035001,34.00890376,-117.0647535,002S002W11M003S,,,,,,,,,,,,,,
USGS-340046117040101,34.0128611,-117.0670278,002S002W11E001S,,,,,,,,,,,,,,
USGS-341049118295201,34.18038889,-118.4976944,BULL C NR VAN NUYS CA,,,,89,,,15.3,,,,%,,,deg C
USGS-341105118290201,34.18480556,-118.4840278,WOODLEY C NR VAN NUYS CA,,,,90,,,,,,,%,,,
USGS-341445116242301,34.24574444,-116.4063139,002N005E24H002S,,,,,,7.8,17.0,,,,,,std units,deg C
USGS-342455119405602,34.41530556,-119.6835833,004N027W23F002S,,,,,,6.7,20.8,,,,,,std units,deg C
USGS-342455119405603,34.4153611,-119.6835556,004N027W23F003S,,,,,,6.9,21.7,,,,,,std units,deg C
USGS-342455119405604,34.4153611,-119.6835556,004N027W23F004S,,,,,,6.3,23.1,,,,,,std units,deg C
USGS-342455119412401,34.41552778,-119.6944722,004N027W22G002S,,,,,,6.7,21.3,,,,,,std units,deg C
USGS-342455119412402,34.41552778,-119.6944722,004N027W22G003S,,,,,,7.1,22.3,,,,,,std units,deg C
USGS-342455119412403,34.41552778,-119.6944722,004N027W22G004S,,,,,,7.4,23.9,,,,,,std units,deg C
USGS-342501119410501,34.41716667,-119.6856944,004N027W23E005S,,,,,,6.4,23.2,,,,,,std units,deg C
USGS-342506119412201,34.4185,-119.6904722,004N027W22A002S,,,,,,6.5,21.2,,,,,,std units,deg C
USGS-342506119412203,34.4185,-119.6904722,004N027W22A004S,,,,,,7.0,23.9,,,,,,std units,deg C
USGS-342508119413702,34.4191111,-119.6945556,004N027W22B008S,,,,,,7.1,24.2,,,,,,std units,deg C
USGS-342508119413703,34.4191111,-119.6945556,004N027W22B009S,,,,,,7.2,24.4,,,,,,std units,deg C
USGS-342812117281401,34.4700861,-117.470625,004N006W02A001S,,,,,,8.1,21.9,,,,,,std units,deg C
USGS-342959117283101,34.4997611,-117.4750556,005N006W23Q001S,,,,,,8.6,22.9,,,,,,std units,deg C
USGS-343216117562601,34.53777036,-117.9414558,005N010W08H001S,,,,,,7.9,31.6,,,,,,std units,deg C
USGS-343326117591701,34.55719444,-117.9879722,005N011W01C001S,,,,,,7.5,17.7,,,,,,std units,deg C
USGS-343404117593101,34.5677687,-117.9928463,006N011W36G001S,,,,,,7.4,18.9,,,,,,std units,deg C
USGS-343727118085202,34.62415458,-118.1486844,006N012W09H003S,,,,,,7.1,26.2,,,,,,std units,deg C
USGS-343822118051901,34.639432,-118.0895159,006N011W06F001S,,,,,,7.8,23.2,,,,,,std units,deg C
USGS-343859120314003,34.64970518,-120.5287775,007N035W35A003S,,,,,,7.0,18.2,,,,,,std units,deg C
USGS-343901120262202,34.65026107,-120.4404402,007N034W34A004S,,,,,,7.3,18.7,,,,,,std units,deg C
USGS-343929120321004,34.65803838,-120.5371112,007N035W26L004S,,,,,,7.1,20.1,,,,,,std units,deg C
USGS-343948120321301,34.6631111,-120.537,007N035W26F006S,,,,,,7.2,17.7,,,,,,std units,deg C
USGS-344008120320901,34.66887155,-120.5368335,007N035W23Q004S,,,,,,6.7,18.8,,,,,,std units,deg C
USGS-344036117215201,34.67625,-117.3659167,007N005W23R001S,,,,,,7.8,26.9,,,,,,std units,deg C
USGS-344036117215202,34.67625,-117.3659167,007N005W23R002S,,,,,,8.0,26.2,,,,,,std units,deg C
USGS-344043120322407,34.6785936,-120.5410004,007N035W23E007S,,,,,,6.8,18.4,,,,,,std units,deg C
USGS-344104118053101,34.68443016,-118.0928493,007N011W19E001S,,,,,,7.8,23.0,,,,,,std units,deg C
USGS-344112120351001,34.686649,-120.5873912,007N035W17K020S,,,,,,7.2,19.4,,,,,,std units,deg C
USGS-344200117205001,34.69990556,-117.3480972,007N005W13H003S,,,,,,7.3,15.4,,,,,,std units,deg C
USGS-344200118141001,34.6999844,-118.2370199,007N013W14E001S,,,,,,7.6,22.2,,,,,,std units,deg C
USGS-344338118022501,34.72720644,-118.0411812,007N011W03E003S,,,,,,8.0,23.2,,,,,,std units,deg C
USGS-344818117151501,34.80513889,-117.2545556,008N004W12C001S,,,,,,7.3,14.3,,,,,,std units,deg C
USGS-345341117082101,34.8946972,-117.1403583,009N003W01R005S,,,,,,8.3,18.2,,,,,,std units,deg C
USGS-345341117082102,34.8946972,-117.1403583,009N003W01R006S,,,,,,7.5,17.6,,,,,,std units,deg C
USGS-345341117082103,34.8946972,-117.1403583,009N003W01R007S,,,,,,7.5,17.0,,,,,,std units,deg C
USGS-345406117044002,34.90095556,-117.0743278,009N002W03E002S,,,,,,7.3,18.8,,,,,,std units,deg C
USGS-345406117044003,34.90095556,-117.0743278,009N002W03E003S,,,,,,7.3,18.5,,,,,,std units,deg C
USGS-345418116455001,34.9049856,-116.7647557,009N002E03E001S,,,,,,7.8,22.0,,,,,,std units,deg C
USGS-353050120465901,35.51380556,-120.7831389,028S011E10DU01M,,,,,0.17,7.5,17.0,,,,,mg/l,std units,deg C
USGS-353327120463001,35.55744444,-120.7749444,027S011E27B001M,,,,,,8.2,19.3,,,,,,std units,deg C
USGS-353406120445401,35.56827778,-120.7482222,027S011E24EU01M,,,,,,6.9,20.7,,,,,,std units,deg C
USGS-353413120443501,35.57025556,-120.7430722,027S011E24CU01M,,,,,,6.7,17.8,,,,,,std units,deg C
USGS-353422120470901,35.5728333,-120.785861,027S011E21AU01M,,,,,2.5,6.8,19.6,,,,,mg/l,std units,deg C
USGS-353521120460101,35.58905556,-120.7668889,027S011E10R001M,,,,,0.92,7.0,21.8,,,,,mg/l,std units,deg C
USGS-353555120483702,35.59855556,-120.8102222,027S011E08G002M,,,,,,6.7,1320,,,,,,std units,deg C
USGS-353618120474801,35.60500556,-120.7967806,027S011E04PU02M,,,,,,6.8,3.0,,,,,,std units,deg C
USGS-353651120475801,35.6141111,-120.7995,027S011E04DU01M,,,,,0.80,6.8,19.5,,,,,mg/l,std units,deg C
USGS-353744120505701,35.6288222,-120.8491806,026S010E36CU01M,,,,,,6.8,22.7,,,,,,std units,deg C
USGS-353755120514001,35.63184167,-120.8611417,026S010E35BU01M,,,,,0.81,6.9,19.4,,,,,mg/l,std units,deg C
USGS-353822120495201,35.63956667,-120.8311,026S011E30FU01M,,,,,0.21,7.6,12.2,,,,,mg/l,std units,deg C
USGS-353835120434501,35.6429472,-120.7292889,026S012E30DU01M,,,,,,6.9,18.9,,,,,,std units,deg C
USGS-353918120530501,35.65492778,-120.8847472,026S010E22FU01M,,,,,,6.9,17.0,,,,,,std units,deg C
USGS-354052120562301,35.68117778,-120.9398556,LAS TABLAS C NR LAKE NACIMIENTO CA,,,,,0.44,8.3,10.0,,,,,mg/l,std units,deg C
USGS-362921119335901,36.4892222,-119.566361,016S022E34P001M,,,,,,7.8,20.0,,,,,,std units,deg C
USGS-363107119372201,36.51856166,-119.6237427,016S022E19P004M,,,,,,7.4,20.0,,,,,,std units,deg C
USGS-363418119384201,36.57161705,-119.6459669,016S021E01E001M,,,,,,7.7,19.0,,,,,,std units,deg C
USGS-363806119345301,36.6349583,-119.5813194,015S022E09Q004M,,,,,,7.0,19.5,,,,,,std units,deg C
USGS-363928119401701,36.65772795,-119.6723589,015S021E03G001M,,,,,,6.7,19.0,,,,,,std units,deg C
USGS-364312119592901,36.71994444,-119.9912778,014S018E15A001M,,,,,,7.3,20.0,,,,,,std units,deg C
USGS-373642122120401,37.61173889,-122.2012,SAN FRANCISCO BAY 0.57 MI N OF SAN MATEO BRIDGE CA,,,,99,,,,,,,%,,,
USGS-373751122143601,37.63078889,-122.2432,SAN FRANCISCO BAY 2.8 MI N OF SAN MATEO BRIDGE CA,,,,98,,,,,,,%,,,
USGS-373943118493901,37.66194444,-118.8275,HOT C GORGE SPRING 7R NR MAMMOTH LAKES CA,,,,,,,92.9,,,,,,,deg C
USGS-374027122130401,37.6742,-122.2178,SAN FRANCISCO BAY 5.21 MI N OF SAN MATEO BRIDGE CA,,,,94,,,,,,,%,,,
USGS-375500121191701,37.91662778,-121.3214389,DELTA RMP SOUT-025,,,,23,,,,,,,mg/l,,,
USGS-375710121202901,37.9526833,-121.3414972,DELTA RMP SOUT-013,,,,20,,,,,,,mg/l,,,
USGS-375734121330601,37.9594,-121.5516694,BACON ISLAND SOUTH POND NR ORWOOD CA,,,,4,,,,,,,mg/l,,,
USGS-375740121330901,37.9612111,-121.5525,BACON ISLAND SOUTH POND INLET NR ORWOOD CA,,,,24,,,,,,,mg/l,,,
USGS-375826121314201,37.97388889,-121.5283333,MILDRED ISLAND SITE 2.4 NR ORWOOD CA,,,,,0.41,,,,,,,mg/l,,
USGS-375827121311401,37.97416667,-121.5205556,MILDRED ISLAND SITE 1.4 NR ORWOOD CA,,,,,0.42,,,,,,,mg/l,,
USGS-375831121223701,37.97527778,-121.3769444,SAN JOAQUIN R A BUCKLEY COVE NR STOCKTON CA,,,,24,,,,,,,mg/l,,,
USGS-375835121305201,37.9764583,-121.5146167,DELTA RMP CENT-010,,,,,,,,,,,,,,
USGS-375910121311201,37.9861111,-121.52,MILDRED ISLAND SITE 1.5 NR ORWOOD CA,,,,,0.43,,,,,,,mg/l,,
USGS-375916121313301,37.98777778,-121.5258333,MILDRED ISLAND SITE 2.5 NR ORWOOD CA,,,,,0.40,,,,,,,mg/l,,
USGS-375928121344001,37.9910861,-121.5777806,DELTA RMP CENT-009,,,,4,,,,,,,mg/l,,,
USGS-375944121310401,37.99555556,-121.5177778,MILDRED ISLAND SITE 1.1 NR ORWOOD CA,,,,,0.41,,,,,,,mg/l,,
USGS-375950121311701,37.9972222,-121.5213889,MILDRED ISLAND SITE 2.1 NR ORWOOD CA,,,,,0.37,,,,,,,mg/l,,
USGS-375952121243601,37.99765556,-121.4100417,DELTA RMP SOUT-007,,,,20,,,,,,,mg/l,,,
